id_rs,rumah_sakit,tipe_rs,nama,ulasan,ulasan_casefolding,ulasan_tokenisasi,ulasan_normalisasi,ulasan_stopwords,ulasan_lemmatize,tokens,sentiment_score,sentiment,emotion_scores,emotion
3374021,RS St. Elisabeth Semarang,B,Ronaldhealtha Satria,"Pelayanan ramah, sopan dan cepat. Ruangan nyaman, tenang dan bersih.",pelayanan ramah sopan dan cepat ruangan nyaman tenang dan bersih,"['pelayanan', 'ramah', 'sopan', 'dan', 'cepat', 'ruangan', 'nyaman', 'tenang', 'dan', 'bersih']","['pelayanan', 'ramah', 'sopan', 'dan', 'cepat', 'ruangan', 'nyaman', 'tenang', 'dan', 'bersih']","['pelayanan', 'ramah', 'sopan', 'cepat', 'ruangan', 'nyaman', 'tenang', 'bersih']","['layan', 'ramah', 'sopan', 'cepat', 'ruang', 'nyaman', 'tenang', 'bersih']","['layan', 'ramah', 'sopan', 'cepat', 'ruang', 'nyaman', 'tenang', 'bersih']",7,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 0, 'trust': 1}",joy
3374021,RS St. Elisabeth Semarang,B,Nugraheni Indah,Pelayanan memuaskan,pelayanan memuaskan,"['pelayanan', 'memuaskan']","['pelayanan', 'memuaskan']","['pelayanan', 'memuaskan']","['layan', 'muas']","['layan', 'muas']",5,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374021,RS St. Elisabeth Semarang,B,Theresia Sofia,"Untuk  perawat ramah dan sopan, untuk pelayanannya bagus , sekarang juga ada Romo dan suster untuk mendoakan pasien , jujur saya sangat puas , ruang Angela 316 ,Bu herminiwati",untuk perawat ramah dan sopan untuk pelayanannya bagus sekarang juga ada romo dan suster untuk mendoakan pasien jujur saya sangat puas ruang angela bu herminiwati,"['untuk', 'perawat', 'ramah', 'dan', 'sopan', 'untuk', 'pelayanannya', 'bagus', 'sekarang', 'juga', 'ada', 'romo', 'dan', 'suster', 'untuk', 'mendoakan', 'pasien', 'jujur', 'saya', 'sangat', 'puas', 'ruang', 'angela', 'bu', 'herminiwati']","['untuk', 'perawat', 'ramah', 'dan', 'sopan', 'untuk', 'pelayanannya', 'bagus', 'sekarang', 'juga', 'ada', 'romo', 'dan', 'suster', 'untuk', 'mendoakan', 'pasien', 'jujur', 'saya', 'sangat', 'puas', 'ruang', 'angela', 'bu', 'herminiwati']","['perawat', 'ramah', 'sopan', 'pelayanannya', 'bagus', 'romo', 'suster', 'mendoakan', 'jujur', 'puas', 'ruang', 'angela', 'bu', 'herminiwati']","['awat', 'ramah', 'sopan', 'layan', 'bagus', 'romo', 'suster', 'doa', 'jujur', 'puas', 'ruang', 'angela', 'bu', 'herminiwati']","['awat', 'ramah', 'sopan', 'layan', 'bagus', 'romo', 'suster', 'doa', 'jujur', 'puas', 'ruang', 'angela', 'bu', 'herminiwati']",12,positif,"{'anger': 0, 'anticipation': 2, 'disgust': 0, 'fear': 0, 'joy': 3, 'sadness': 0, 'surprise': 2, 'trust': 3}",joy
3374021,RS St. Elisabeth Semarang,B,Silvidan Fitria Dewi Anggreani,"Lahiran di RS elisabeth sangat memuaskan dari segi fasilitas, pelayanan, dokter, suster dan pegawai” di RS sangatt luar biasa baik… 💙🙏🏻 Terimakasih banyak semuanya …",lahiran di rs elisabeth sangat memuaskan dari segi fasilitas pelayanan dokter suster dan pegawai di rs sangatt luar biasa baik terimakasih banyak semuanya,"['lahiran', 'di', 'rs', 'elisabeth', 'sangat', 'memuaskan', 'dari', 'segi', 'fasilitas', 'pelayanan', 'dokter', 'suster', 'dan', 'pegawai', 'di', 'rs', 'sangatt', 'luar', 'biasa', 'baik', 'terimakasih', 'banyak', 'semuanya']","['lahiran', 'di', 'rumah sakit', 'elisabeth', 'sangat', 'memuaskan', 'dari', 'segi', 'fasilitas', 'pelayanan', 'dokter', 'suster', 'dan', 'pegawai', 'di', 'rumah sakit', 'sangatt', 'luar', 'biasa', 'baik', 'terimakasih', 'banyak', 'semuanya']","['lahiran', 'memuaskan', 'segi', 'fasilitas', 'pelayanan', 'suster', 'pegawai', 'sangatt', 'terimakasih']","['lahir', 'muas', 'segi', 'fasilitas', 'layan', 'suster', 'pegawai', 'sangatt', 'terimakasih']","['lahir', 'muas', 'segi', 'fasilitas', 'layan', 'suster', 'pegawai', 'sangatt', 'terimakasih']",4,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 3}",trust
3374021,RS St. Elisabeth Semarang,B,Omah Diskusi,"Ruang Theresia 1
Good job ... all around ...
You are carring our child more than love",ruang theresia good job all around you are carring our child more than love,"['ruang', 'theresia', 'good', 'job', 'all', 'around', 'you', 'are', 'carring', 'our', 'child', 'more', 'than', 'love']","['ruang', 'theresia', 'good', 'job', 'all', 'around', 'kamu', 'are', 'carring', 'our', 'child', 'more', 'tahan', 'love']","['ruang', 'theresia', 'good', 'job', 'all', 'around', 'are', 'carring', 'our', 'child', 'more', 'tahan', 'love']","['ruang', 'theresia', 'good', 'job', 'all', 'around', 'are', 'carring', 'our', 'child', 'more', 'tahan', 'love']","['ruang', 'theresia', 'good', 'job', 'all', 'around', 'are', 'carring', 'our', 'child', 'more', 'tahan', 'love']",3,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374021,RS St. Elisabeth Semarang,B,Sutri Purnomo,"Operasi impaksi disini,
Menginap di MD B 3A
Kamar selalu bersih, Pelayanan dari suster yg jaga juga ramah dan cepat …",operasi impaksi disini menginap di md b a kamar selalu bersih pelayanan dari suster yg jaga juga ramah dan cepat,"['operasi', 'impaksi', 'disini', 'menginap', 'di', 'md', 'b', 'a', 'kamar', 'selalu', 'bersih', 'pelayanan', 'dari', 'suster', 'yg', 'jaga', 'juga', 'ramah', 'dan', 'cepat']","['operasi', 'impaksi', 'di sini', 'menginap', 'di', 'md', 'b', 'a', 'kamar', 'selalu', 'bersih', 'pelayanan', 'dari', 'suster', 'yang', 'jaga', 'juga', 'ramah', 'dan', 'cepat']","['operasi', 'impaksi', 'di sini', 'menginap', 'md', 'b', 'a', 'kamar', 'bersih', 'pelayanan', 'suster', 'jaga', 'ramah', 'cepat']","['operasi', 'impaksi', 'di', 'sini', 'inap', 'md', 'b', 'a', 'kamar', 'bersih', 'layan', 'suster', 'jaga', 'ramah', 'cepat']","['operasi', 'impaksi', 'di', 'sini', 'inap', 'md', 'b', 'a', 'kamar', 'bersih', 'layan', 'suster', 'jaga', 'ramah', 'cepat']",4,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 1, 'joy': 0, 'sadness': 1, 'surprise': 0, 'trust': 1}",fear
3374021,RS St. Elisabeth Semarang,B,sovialis puji lestari,"Terimakasih untuk pelayanan perawat Ruang Maria 4, perawat sangat ramah dan baik , saya pasien yang pelayanan PAC sangat memuaskan, terimakasih ♥️",terimakasih untuk pelayanan perawat ruang maria perawat sangat ramah dan baik saya pasien yang pelayanan pac sangat memuaskan terimakasih,"['terimakasih', 'untuk', 'pelayanan', 'perawat', 'ruang', 'maria', 'perawat', 'sangat', 'ramah', 'dan', 'baik', 'saya', 'pasien', 'yang', 'pelayanan', 'pac', 'sangat', 'memuaskan', 'terimakasih']","['terimakasih', 'untuk', 'pelayanan', 'perawat', 'ruang', 'maria', 'perawat', 'sangat', 'ramah', 'dan', 'baik', 'saya', 'pasien', 'yang', 'pelayanan', 'pac', 'sangat', 'memuaskan', 'terimakasih']","['terimakasih', 'pelayanan', 'perawat', 'ruang', 'maria', 'perawat', 'ramah', 'pelayanan', 'pac', 'memuaskan', 'terimakasih']","['terimakasih', 'layan', 'awat', 'ruang', 'maria', 'awat', 'ramah', 'layan', 'pac', 'muas', 'terimakasih']","['terimakasih', 'layan', 'awat', 'ruang', 'maria', 'awat', 'ramah', 'layan', 'pac', 'muas', 'terimakasih']",24,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 3}",trust
3374021,RS St. Elisabeth Semarang,B,Sutriyah `,"Pelayanan  di rs.Elizabeth secara umum bagus, terutama di ruang MD, layanan cepat,ramah dan membuat nyaman pasien. Semoga tetap terjaga",pelayanan di rs elizabeth secara umum bagus terutama di ruang md layanan cepat ramah dan membuat nyaman pasien semoga tetap terjaga,"['pelayanan', 'di', 'rs', 'elizabeth', 'secara', 'umum', 'bagus', 'terutama', 'di', 'ruang', 'md', 'layanan', 'cepat', 'ramah', 'dan', 'membuat', 'nyaman', 'pasien', 'semoga', 'tetap', 'terjaga']","['pelayanan', 'di', 'rumah sakit', 'elizabeth', 'secara', 'umum', 'bagus', 'terutama', 'di', 'ruang', 'md', 'layanan', 'cepat', 'ramah', 'dan', 'membuat', 'nyaman', 'pasien', 'semoga', 'tetap', 'terjaga']","['pelayanan', 'elizabeth', 'bagus', 'ruang', 'md', 'layanan', 'cepat', 'ramah', 'nyaman', 'semoga', 'terjaga']","['layan', 'elizabeth', 'bagus', 'ruang', 'md', 'layan', 'cepat', 'ramah', 'nyaman', 'moga', 'jaga']","['layan', 'elizabeth', 'bagus', 'ruang', 'md', 'layan', 'cepat', 'ramah', 'nyaman', 'moga', 'jaga']",5,positif,"{'anger': 0, 'anticipation': 2, 'disgust': 1, 'fear': 1, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 2}",anticipation
3374021,RS St. Elisabeth Semarang,B,Suharti Misi,Terimakasih pelayanannya yang sangat baik semua petugas ramah terutama ruang mdA,terimakasih pelayanannya yang sangat baik semua petugas ramah terutama ruang mda,"['terimakasih', 'pelayanannya', 'yang', 'sangat', 'baik', 'semua', 'petugas', 'ramah', 'terutama', 'ruang', 'mda']","['terimakasih', 'pelayanannya', 'yang', 'sangat', 'baik', 'semua', 'petugas', 'ramah', 'terutama', 'ruang', 'mda']","['terimakasih', 'pelayanannya', 'petugas', 'ramah', 'ruang', 'mda']","['terimakasih', 'layan', 'tugas', 'ramah', 'ruang', 'mda']","['terimakasih', 'layan', 'tugas', 'ramah', 'ruang', 'mda']",3,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 2}",trust
3374021,RS St. Elisabeth Semarang,B,Mega Fajeria,Terimakasih ruang mdA pelayanan sangat bagus memuaskan🥰🥰 …,terimakasih ruang mda pelayanan sangat bagus memuaskan,"['terimakasih', 'ruang', 'mda', 'pelayanan', 'sangat', 'bagus', 'memuaskan']","['terimakasih', 'ruang', 'mda', 'pelayanan', 'sangat', 'bagus', 'memuaskan']","['terimakasih', 'ruang', 'mda', 'pelayanan', 'bagus', 'memuaskan']","['terimakasih', 'ruang', 'mda', 'layan', 'bagus', 'muas']","['terimakasih', 'ruang', 'mda', 'layan', 'bagus', 'muas']",9,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 1}",joy
3374021,RS St. Elisabeth Semarang,B,sariyadin Adin,terimakasih pelayanannya ruang mdA yang bagus dan sangat ramah,terimakasih pelayanannya ruang mda yang bagus dan sangat ramah,"['terimakasih', 'pelayanannya', 'ruang', 'mda', 'yang', 'bagus', 'dan', 'sangat', 'ramah']","['terimakasih', 'pelayanannya', 'ruang', 'mda', 'yang', 'bagus', 'dan', 'sangat', 'ramah']","['terimakasih', 'pelayanannya', 'ruang', 'mda', 'bagus', 'ramah']","['terimakasih', 'layan', 'ruang', 'mda', 'bagus', 'ramah']","['terimakasih', 'layan', 'ruang', 'mda', 'bagus', 'ramah']",6,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 1}",joy
3374021,RS St. Elisabeth Semarang,B,Daly Ariyanto,"Sangat puas sekali dengan cepat cara tindakannya,suster2nya yg merawat juga ramah2 yg d ruangan Angela 302",sangat puas sekali dengan cepat cara tindakannya susternya yg merawat juga ramah yg d ruangan angela,"['sangat', 'puas', 'sekali', 'dengan', 'cepat', 'cara', 'tindakannya', 'susternya', 'yg', 'merawat', 'juga', 'ramah', 'yg', 'd', 'ruangan', 'angela']","['sangat', 'puas', 'sekali', 'dengan', 'cepat', 'cara', 'tindakannya', 'susternya', 'yang', 'merawat', 'juga', 'ramah', 'yang', 'di', 'ruangan', 'angela']","['puas', 'cepat', 'tindakannya', 'susternya', 'merawat', 'ramah', 'ruangan', 'angela']","['puas', 'cepat', 'tindak', 'suster', 'rawat', 'ramah', 'ruang', 'angela']","['puas', 'cepat', 'tindak', 'suster', 'rawat', 'ramah', 'ruang', 'angela']",2,positif,"{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1, 'joy': 3, 'sadness': 1, 'surprise': 2, 'trust': 1}",joy
3374021,RS St. Elisabeth Semarang,B,Reeta Buana,"Selama Mendapat perawatan di Ruang Xaverius ibu saya Merasa Senang Susternya Ramah,cekatan dokternya Jga Baik.,😊 …",selama mendapat perawatan di ruang xaverius ibu saya merasa senang susternya ramah cekatan dokternya jga baik,"['selama', 'mendapat', 'perawatan', 'di', 'ruang', 'xaverius', 'ibu', 'saya', 'merasa', 'senang', 'susternya', 'ramah', 'cekatan', 'dokternya', 'jga', 'baik']","['selama', 'mendapat', 'perawatan', 'di', 'ruang', 'xaverius', 'ibu', 'saya', 'merasa', 'senang', 'susternya', 'ramah', 'cekatan', 'dokternya', 'juga', 'baik']","['perawatan', 'ruang', 'xaverius', 'senang', 'susternya', 'ramah', 'cekatan', 'dokternya']","['awat', 'ruang', 'xaverius', 'senang', 'suster', 'ramah', 'cekat', 'dokter']","['awat', 'ruang', 'xaverius', 'senang', 'suster', 'ramah', 'cekat', 'dokter']",3,positif,"{'anger': 1, 'anticipation': 2, 'disgust': 1, 'fear': 1, 'joy': 3, 'sadness': 2, 'surprise': 1, 'trust': 3}",joy
3374021,RS St. Elisabeth Semarang,B,ade arsiyana,Best of the best,best of the best,"['best', 'of', 'the', 'best']","['best', 'of', 'the', 'best']","['best', 'of', 'the', 'best']","['best', 'of', 'the', 'best']","['best', 'of', 'the', 'best']",0,netral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374021,RS St. Elisabeth Semarang,B,Nisa Khalisa,Baik dan memuaskan,baik dan memuaskan,"['baik', 'dan', 'memuaskan']","['baik', 'dan', 'memuaskan']",['memuaskan'],['muas'],['muas'],5,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374021,RS St. Elisabeth Semarang,B,imam Ichsan2023,Baik dan memuaskan,baik dan memuaskan,"['baik', 'dan', 'memuaskan']","['baik', 'dan', 'memuaskan']",['memuaskan'],['muas'],['muas'],5,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374021,RS St. Elisabeth Semarang,B,Aninda Anuari,"Pelayanan di Ruang Lukas alhamdulillah sangat memuaskan, perawat nya juga baik, bisa menjelaskan dng detail yg saya tanya. Untuk ruangan VIP tergolong sudah bagus dan memuaskan. Terimakasih ❤",pelayanan di ruang lukas alhamdulillah sangat memuaskan perawat nya juga baik bisa menjelaskan dng detail yg saya tanya untuk ruangan vip tergolong sudah bagus dan memuaskan terimakasih,"['pelayanan', 'di', 'ruang', 'lukas', 'alhamdulillah', 'sangat', 'memuaskan', 'perawat', 'nya', 'juga', 'baik', 'bisa', 'menjelaskan', 'dng', 'detail', 'yg', 'saya', 'tanya', 'untuk', 'ruangan', 'vip', 'tergolong', 'sudah', 'bagus', 'dan', 'memuaskan', 'terimakasih']","['pelayanan', 'di', 'ruang', 'lukas', 'alhamdulillah', 'sangat', 'memuaskan', 'perawat', 'nya', 'juga', 'baik', 'bisa', 'menjelaskan', 'dengan', 'detail', 'yang', 'saya', 'tanya', 'untuk', 'ruangan', 'vip', 'tergolong', 'sudah', 'bagus', 'dan', 'memuaskan', 'terimakasih']","['pelayanan', 'ruang', 'lukas', 'alhamdulillah', 'memuaskan', 'perawat', 'detail', 'ruangan', 'vip', 'tergolong', 'bagus', 'memuaskan', 'terimakasih']","['layan', 'ruang', 'lukas', 'alhamdulillah', 'muas', 'awat', 'detail', 'ruang', 'vip', 'golong', 'bagus', 'muas', 'terimakasih']","['layan', 'ruang', 'lukas', 'alhamdulillah', 'muas', 'awat', 'detail', 'ruang', 'vip', 'golong', 'bagus', 'muas', 'terimakasih']",23,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 3}",trust
3374021,RS St. Elisabeth Semarang,B,bekti rahayu,"Ruang angela, ruangan bersih, suster ramah",ruang angela ruangan bersih suster ramah,"['ruang', 'angela', 'ruangan', 'bersih', 'suster', 'ramah']","['ruang', 'angela', 'ruangan', 'bersih', 'suster', 'ramah']","['ruang', 'angela', 'ruangan', 'bersih', 'suster', 'ramah']","['ruang', 'angela', 'ruang', 'bersih', 'suster', 'ramah']","['ruang', 'angela', 'ruang', 'bersih', 'suster', 'ramah']",-4,negatif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374021,RS St. Elisabeth Semarang,B,Tri Wulan,"Pelayanan bagus, ramah",pelayanan bagus ramah,"['pelayanan', 'bagus', 'ramah']","['pelayanan', 'bagus', 'ramah']","['pelayanan', 'bagus', 'ramah']","['layan', 'bagus', 'ramah']","['layan', 'bagus', 'ramah']",4,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",anticipation
3374021,RS St. Elisabeth Semarang,B,Aldo Pratama,kerennnn banget,kerennnn banget,"['kerennnn', 'banget']","['keren', 'banget']","['keren', 'banget']","['keren', 'banget']","['keren', 'banget']",1,netral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374021,RS St. Elisabeth Semarang,B,Chilla Lina,"Sangat membantu untuk cek kesehatan yg akurat,terima kasih sdh dibantu 🥰🥰🥰 …",sangat membantu untuk cek kesehatan yg akurat terimakasih sdh dibantu,"['sangat', 'membantu', 'untuk', 'cek', 'kesehatan', 'yg', 'akurat', 'terimakasih', 'sdh', 'dibantu']","['sangat', 'membantu', 'untuk', 'cek', 'kesehatan', 'yang', 'akurat', 'terimakasih', 'sudah', 'dibantu']","['membantu', 'cek', 'kesehatan', 'akurat', 'terimakasih', 'dibantu']","['bantu', 'cek', 'sehat', 'akurat', 'terimakasih', 'bantu']","['bantu', 'cek', 'sehat', 'akurat', 'terimakasih', 'bantu']",2,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 1, 'trust': 2}",joy
3374021,RS St. Elisabeth Semarang,B,maretta nur sholikah,"Pelayanan ramah,bagus
Terimakasih RS. St. Elisabeth😊 …",pelayanan ramah bagus terimakasih rs st elisabeth,"['pelayanan', 'ramah', 'bagus', 'terimakasih', 'rs', 'st', 'elisabeth']","['pelayanan', 'ramah', 'bagus', 'terimakasih', 'rumah sakit', 'st', 'elisabeth']","['pelayanan', 'ramah', 'bagus', 'terimakasih', 'st']","['layan', 'ramah', 'bagus', 'terimakasih', 'st']","['layan', 'ramah', 'bagus', 'terimakasih', 'st']",9,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",anticipation
3374021,RS St. Elisabeth Semarang,B,Alviana Ulfa,"Pelayanan ramah, bersih",pelayanan ramah bersih,"['pelayanan', 'ramah', 'bersih']","['pelayanan', 'ramah', 'bersih']","['pelayanan', 'ramah', 'bersih']","['layan', 'ramah', 'bersih']","['layan', 'ramah', 'bersih']",2,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374021,RS St. Elisabeth Semarang,B,Sapta Lani,"Pelayanan nya bagus, memuaskan.",pelayanan nya bagus memuaskan,"['pelayanan', 'nya', 'bagus', 'memuaskan']","['pelayanan', 'nya', 'bagus', 'memuaskan']","['pelayanan', 'bagus', 'memuaskan']","['layan', 'bagus', 'muas']","['layan', 'bagus', 'muas']",7,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",anticipation
3374021,RS St. Elisabeth Semarang,B,Pungki Wulandari,"Pelayanannya sangat bagus, pegawainya ramah dengan kak ani pendaftaran poli spesialis",pelayanannya sangat bagus pegawainya ramah dengan kak ani pendaftaran poli spesialis,"['pelayanannya', 'sangat', 'bagus', 'pegawainya', 'ramah', 'dengan', 'kak', 'ani', 'pendaftaran', 'poli', 'spesialis']","['pelayanannya', 'sangat', 'bagus', 'pegawainya', 'ramah', 'dengan', 'kak', 'ani', 'pendaftaran', 'poliklinik', 'spesialis']","['pelayanannya', 'bagus', 'pegawainya', 'ramah', 'kak', 'ani', 'pendaftaran', 'poliklinik', 'spesialis']","['layan', 'bagus', 'pegawai', 'ramah', 'kak', 'ani', 'daftar', 'poliklinik', 'spesialis']","['layan', 'bagus', 'pegawai', 'ramah', 'kak', 'ani', 'daftar', 'poliklinik', 'spesialis']",6,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 3}",trust
3374021,RS St. Elisabeth Semarang,B,Stanislaus Ananta,"nemenin pacarku dirawat inap di Ruang Angela, semua perawat sama susternya ramaahh baik baikk. Suster Sofiaaa🫶🫶🫶 …",nemenin pacarku dirawat inap di ruang angela semua perawat sama susternya ramaahh baik baikk suster sofiaaa,"['nemenin', 'pacarku', 'dirawat', 'inap', 'di', 'ruang', 'angela', 'semua', 'perawat', 'sama', 'susternya', 'ramaahh', 'baik', 'baikk', 'suster', 'sofiaaa']","['menemani', 'pacarku', 'dirawat', 'inap', 'di', 'ruang', 'angela', 'semua', 'perawat', 'sama', 'susternya', 'ramaahh', 'baik', 'baik', 'suster', 'sofiaaa']","['menemani', 'pacarku', 'dirawat', 'inap', 'ruang', 'angela', 'perawat', 'susternya', 'ramaahh', 'suster', 'sofiaaa']","['tani', 'pacar', 'rawat', 'inap', 'ruang', 'angela', 'awat', 'suster', 'ramaahh', 'suster', 'sofiaaa']","['tani', 'pacar', 'rawat', 'inap', 'ruang', 'angela', 'awat', 'suster', 'ramaahh', 'suster', 'sofiaaa']",3,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 3}",trust
3374021,RS St. Elisabeth Semarang,B,heri sulistyo,Ruang Magdalena Daemen B,ruang magdalena daemen b,"['ruang', 'magdalena', 'daemen', 'b']","['ruang', 'magdalena', 'daemen', 'b']","['ruang', 'magdalena', 'daemen', 'b']","['ruang', 'magdalena', 'daemen', 'b']","['ruang', 'magdalena', 'daemen', 'b']",-3,negatif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374021,RS St. Elisabeth Semarang,B,diantha.audrina,"Dirawat di rumah sakit elisabeth, kebetulan dapat di ruang angela. Baik banget respon dari suster dan perawat disana, makanannya juga enak-enak, nyaman sekali pokoknya dirawat disini",dirawat di rumahsakit elisabeth kebetulan dapat di ruang angela baik banget respon dari suster dan perawat disana makanannya juga enak enak nyaman sekali pokoknya dirawat disini,"['dirawat', 'di', 'rumahsakit', 'elisabeth', 'kebetulan', 'dapat', 'di', 'ruang', 'angela', 'baik', 'banget', 'respon', 'dari', 'suster', 'dan', 'perawat', 'disana', 'makanannya', 'juga', 'enak', 'enak', 'nyaman', 'sekali', 'pokoknya', 'dirawat', 'disini']","['dirawat', 'di', 'rumahsakit', 'elisabeth', 'kebetulan', 'dapat', 'di', 'ruang', 'angela', 'baik', 'banget', 'respon', 'dari', 'suster', 'dan', 'perawat', 'di sana', 'makanannya', 'juga', 'enak', 'enak', 'nyaman', 'sekali', 'pokoknya', 'dirawat', 'di sini']","['dirawat', 'rumahsakit', 'ruang', 'angela', 'banget', 'respon', 'suster', 'perawat', 'di sana', 'makanannya', 'enak', 'enak', 'nyaman', 'pokoknya', 'dirawat', 'di sini']","['rawat', 'rumahsakit', 'ruang', 'angela', 'banget', 'respon', 'suster', 'awat', 'di', 'sana', 'makan', 'enak', 'enak', 'nyaman', 'pokok', 'rawat', 'di', 'sini']","['rawat', 'rumahsakit', 'ruang', 'angela', 'banget', 'respon', 'suster', 'awat', 'di', 'sana', 'makan', 'enak', 'enak', 'nyaman', 'pokok', 'rawat', 'di', 'sini']",7,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 2}",trust
3374021,RS St. Elisabeth Semarang,B,mega nanda,"Sangat membantu mulai dari satpam sampai perawat dan dokternya, keramahan nya juara",sangat membantu mulai dari satpam sampai perawat dan dokternya keramahan nya juara,"['sangat', 'membantu', 'mulai', 'dari', 'satpam', 'sampai', 'perawat', 'dan', 'dokternya', 'keramahan', 'nya', 'juara']","['sangat', 'membantu', 'mulai', 'dari', 'satpam', 'sampai', 'perawat', 'dan', 'dokternya', 'keramahan', 'nya', 'juara']","['membantu', 'satpam', 'perawat', 'dokternya', 'keramahan', 'juara']","['bantu', 'satpam', 'awat', 'dokter', 'ramah', 'juara']","['bantu', 'satpam', 'awat', 'dokter', 'ramah', 'juara']",6,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 1, 'trust': 3}",trust
